name,url
Economic Recovery Indicators ,https://bcstats.shinyapps.io/Economic-Indicators
Household Projections ,https://bcstats.shinyapps.io/hsdProjApp
Population Estimates ,https://bcstats.shinyapps.io/popApp
Population Projections ,https://bcstats.shinyapps.io/popProjApp
Country Trade Profiles ,https://bcstats.shinyapps.io/CountryTradeApp
Labour Market Statistics,https://bcstats.shinyapps.io/LFS_app/
